code,name,detail,market,collateral
CABA,カバレッタ　バイオ,米国の臨床段階のバイオ医薬品会社,NASDAQ,
CABO,ケーブル　ワン,米国のブロードバンド通信プロバイダー,NYSE,○
CACI,ＣＡＣＩ　インターナショナル,米国の専門知識・テクノロジーソリューション提供会社,NYSE,○
CADL,キャンデル　セラピューティクス,米国の臨床段階のバイオ医薬品会社,NASDAQ,○
CAG,コナグラ　ブランズ,米国のブランド食品会社,NYSE,○
CAH,カーディナルヘルス,医薬品販売と医療製品の製造販売を手掛ける米国の会社,NYSE,○
CAKE,ザ　チーズケーキ　ファクトリー,米国のレストラン運営会社,NASDAQ,○
CAL,カラレス,米国のフットウェア会社,NYSE,○
CALM,カル－メイン　フーズ,卵・卵製品の生産・販売を手掛ける米国の畜産会社,NASDAQ,○
CALX,カリックス,米国の通信関連のプラットフォーム開発会社,NYSE,○
CAMT,キャムテック,半導体検査・計測装置を開発・製造するイスラエル企業,NASDAQ,○
CAR,エイビス　バジェット　グループ,米国の自動車レンタル及びリース会社,NASDAQ,○
CARG,カーグルズ,米国のオンライン自動車販売会社,NASDAQ,○
CARR,キャリア　グローバル,HVACや冷蔵システムを提供する米国の会社,NYSE,○
CARV,カーバー　バンコープ,ニューヨーク州で業務を行う米国の銀行持株会社,OTC,
CASY,ケーシーズ　ゼネラル　ストアーズ,コンビニエンスストアチェーンを展開する米国の会社,NASDAQ,○
CAT,キャタピラー,米国の建設機械メーカー,NYSE,○
CB,チャブ,スイスの保険持株会社,NYSE,○
CBNK,キャピタル　バンコープ,メリーランド州で業務を行う米国の銀行持株会社,NASDAQ,○
CBRE,ＣＢＲＥ　グループ,米国の不動産会社,NYSE,○
CBRL,クラッカー　バレル　オールド　カントリー　ストア,米国のレストラン運営会社,NASDAQ,○
CBSH,コマース　バンクシェアーズ,米国の銀行持株会社,NASDAQ,○
CBT,キャボット,特殊化学品と機能性材料を提供する米国のメーカー,NYSE,○
CBU,コミュニティ　ファイナンシャル　システム,米国の金融持株会社,NYSE,○
CBZ,シービズ,金融・保険サービスを提供する米国の会社,NYSE,○
CC,ケマーズ,米国の特殊化学製品メーカー,NYSE,○
CCCC,Ｃ４　セラピューティクス,米国の臨床段階のバイオ医薬品会社,NASDAQ,
CCC,ＣＣＣ　インテリジェント　ソリューションズ　ホールディングス,米国のクラウド型SaaSプラットフォーム会社,NASDAQ,○
CCJ,カメコ,ウラン燃料を提供するカナダの会社,NYSE,○
CCK,クラウン　ホールディングス,米国の硬質包装製品メーカー,NYSE,○
CCL,カーニバル,米国のクルーズ船運航会社,NYSE,○
CCOI,コジェント　コミュニケーションズ　ホールディングス,米国のインタネットサービスプロバイダー,NASDAQ,○
CCRN,クロス　カントリー　ヘルスケア,米国の医療業界向け人材派遣・紹介会社,NASDAQ,○
CCS,センチュリー　コミュニティーズ,米国の住宅建設会社,NYSE,○
CCSI,コンセンサス　クラウド　ソリューションズ,デジタルクラウドFAXテクノロジーを提供する米国企業,NASDAQ,○
CDLX,カードリティクス,デジタル広告プラットフォームを提供する米国の会社,NASDAQ,
CDNA,ケアＤｘ,移植医療関連などを手掛ける米国の精密医療企業,NASDAQ,○
CDNS,ケイデンス　デザイン　システムズ,米国のIC設計ソフトウェア開発会社,NASDAQ,○
CDRE,キャドレ　ホールディングス,安全・防護装備と関連製品を提供する米国の会社,NYSE,○
CDW,ＣＤＷ,米国のITサービス会社,NASDAQ,○
CDXS,コデクシス,米国の酵素エンジニアリング会社,NASDAQ,
CE,セラニーズ,米国の化学および特殊材料会社,NYSE,○
CEG,コンステレーション　エナジー,米国のエネルギー会社,NASDAQ,○
CELH,セルシウス　ホールディングス,健康飲料を製造・販売する米国の会社,NASDAQ,○
CENTA,セントラル　ガーデン　＆　ペット　Ａ,園芸用品・ペット用品を製造・販売する米国の会社,NASDAQ,○
CERS,シーラス,米国のバイオメディカル製品会社,NASDAQ,
CERT,セルタラ,バイオシミュレーションサービスを提供する米国の会社,NASDAQ,○
CEVA,ＣＥＶＡ,半導体IP・ソフトウェア製品を提供する米国の会社,NASDAQ,○
CF,ＣＦインダストリーズ　ホールディングス,米国の水素・窒素製品メーカー,NYSE,○
CFG,シチズンズ・ファイナンシャル・グループ,ニューイングランド地域などで業務を行う米国の銀行持株会社,NYSE,○
CFR,カレン／フロスト　バンカーズ,米国の銀行持株会社,NYSE,○
CGC,キャノピー　グロース,大麻と関連製品を生産するカナダの会社,NASDAQ,
CGNX,コグネックス,米国の機械視覚装置メーカー,NASDAQ,○
CHD,チャーチ　＆　ドワイト,家庭用品・特殊製品を開発・製造・販売する米国の会社,NYSE,○
CHEF,シェフズ　ウエアハウス,特殊食品を含む食料品販売を手掛ける米国の会社,NASDAQ,○
CHGG,チェグ,学習プログラム・サービスを提供する米国の会社,NYSE,
CHH,チョイス　ホテルズ　インターナショナル,米国のホテル運営会社,NYSE,○
CHKP,チェック　ポイント　ソフトウェア　テクノロジーズ,イスラエルのセキュリティソフトウェア会社,NASDAQ,○
CHPT,チャージポイント　ホールディングス,EV充電システムインフラを開発・提供する米国の会社,NYSE,○
CHRD,コードエナジー,米国のエネルギー探鉱・生産会社,NASDAQ,○
CHRS,コヘラス　オンコロジー,米国の商業段階のバイオ医薬品会社,NASDAQ,
CHRW,Ｃ．Ｈ．　ロビンソン　ワールドワイド,米国の物流会社,NASDAQ,○
CHTR,チャーター　コミュニケーションズ,米国のブロードバンド接続・ケーブル事業会社,NASDAQ,○
CHWY,チューイー,ペット用品を扱う米国のネット小売会社,NYSE,○
CI,シグナ　グループ,ヘルスケアサービス・医療保険を提供する米国の会社,NYSE,○
CIA,シチズンズ,生命保険を取り扱う米国の保険持株会社,NYSE,○
CIEN,シエナ,ネットワークテクノロジーを提供する米国の会社,NYSE,○
CINF,シンシナティ　ファイナンシャル,米国の保険持株会社,NASDAQ,○
CL,コルゲート－パルモリーブ,米国の口腔ケア製品・日用品等メーカー,NYSE,○
CLAR,クラルス,アウトドア製品を開発・製造・販売する米国の会社,NASDAQ,
CLB,コア　ラボラトリーズ,米国のエネルギー関連サービス会社,NYSE,○
CLBK,コロンビア　ファイナンシャル,ニュージャージー州において業務を行う米国の銀行持株会社,NASDAQ,○
CLDX,セルデックス　セラピューティクス,米国の臨床段階のバイオ医薬品会社,NASDAQ,○
CLF,クリーブランド－クリフス,米国の鉄鋼メーカー,NYSE,○
CLFD,クリアフィールド,光ファイバー製品を設計・製造・販売する米国の会社,NASDAQ,○
CLH,クリーン　ハーバーズ,持続可能な環境・産業サービスを提供する米国の会社,NYSE,○
CLSDQ,クリアサイド　バイオメディカル,米国のバイオ医薬品会社,OTC,
CLW,クリアウォーター　ペーパー,板紙パッケージ製品を製造・販売する米国の製紙会社,NYSE,○
CLX,クロロックス,米国の消費財・業務用製品メーカー,NYSE,○
CM,カナディアン　インペリアル　バンク　オブ　コマース,主に北米で業務を行うカナダの金融機関,NYSE,○
CMBT,ＣＭＢ．　テック,ベルギーの海事グループ会社,NYSE,○
CMC,コマーシャル　メタルズ,鉄鋼・金属・関連資材を扱う米国のメーカー,NYSE,○
CMCO,コロンバス　マッキノン,モーションソリューションを製造・販売する米国の会社,NASDAQ,○
CMCSA,コムキャスト,米国のメディア・テクノロジー会社,NASDAQ,○
CMDB,コスタマーレ　バルカーズ　ホールディングス,ドライバルク船を保有・運航するモナコの会社,NYSE,○
CME,ＣＭＥグループ　Ａ,米国の取引所運営会社,NASDAQ,○
CMG,チポトレ　メキシカン　グリル,米国のレストラン運営会社,NYSE,○
CMI,カミンズ,パワートレインソリューションを扱う米国のメーカー,NYSE,○
CMP,コンパス　ミネラルズ　インターナショナル,塩・植物栄養剤を生産・販売する米国の会社,NYSE,○
CMRC,コマースドットコム,AI主導のコマースエコシステムを提供する米国の会社,NASDAQ,
CMRE,コスタマーレ,チャーターコンテナ船を保有するモナコの会社,NYSE,○
CMS,ＣＭＳ　エナジー,米国のエネルギー事業会社,NYSE,○
CNA,ＣＮＡ　ファイナンシャル,米国の保険持株会社,NYSE,○
CNC,センティーン,政府支援による医療サービスを提供する米国の会社,NYSE,○
CNDT,コンデュエント,デジタルビジネスソリューションを提供する米国の会社,NASDAQ,
CNI,カナディアン　ナショナル　レイルウェイ,カナダの貨物鉄道会社,NYSE,○
CNK,シネマーク　ホールディングス,米国の映画館運営会社,NYSE,○
CNM,コア　＆　メイン,水道・防火製品と関連サービスを扱う米国の販売代理店,NYSE,○
CNMD,コンメド,外科手術用機器を提供する米国の医療技術会社,NYSE,○
CNNE,カンナエ　ホールディングス,事業会社の所有と経営・運営に携わる米国の持株会社,NYSE,○
CNOB,コネクトワン　バンコープ,米国の金融持株会社,NASDAQ,○
CNP,センターポイント　エナジー,米国の電力・ガス関連の公益事業持株会社,NYSE,○
CNQ,カナディアン　ナチュラル　リソーシズ,カナダのエネルギー会社,NYSE,○
CNR,コア　ナチュラル　リソーシズ,米国の石炭生産・輸出会社,NYSE,○
CNVS,シネバース,米国のストリーミングコンテンツ・テクノロジー企業,NASDAQ,
CNX,ＣＮＸリソーシズ,米国の天然ガス開発・生産会社,NYSE,○
CNXC,コンセントリクス,CXソリューションを提供する米国の会社,NASDAQ,○
CODX,コ－ダイアグノスティクス,米国の医療診断技術会社,OTC,
COF,キャピタル　ワン　ファイナンシャル,米国の多角的金融サービス持株会社,NYSE,○
COHR,コヒレント,米国の光電子部品メーカー,NYSE,○
